,NOx,SO2,NO,NO2,TRS,O3
530,1.8,0.9,0.1,1.7,0.1,30.8
531,2.5,0.6,0.1,2.4,0.1,29.6
532,3.1,0.9,0.2,2.9,0.2,29.2
533,5.0,0.2,0.2,4.7,0.1,27.6
534,6.4,1.2,0.7,5.7,0.2,28.0
535,7.7,0.3,0.1,7.6,0.1,25.8
536,6.8,0.0,0.9,5.9,0.0,25.5
537,9.4,0.0,2.7,6.7,0.0,23.3
538,13.0,0.1,5.6,7.4,0.0,23.2
539,11.2,0.1,5.3,5.9,0.0,26.1
540,13.4,0.1,6.5,6.9,0.0,26.1
541,17.0,0.2,7.9,9.1,0.1,24.3
542,12.4,0.1,4.6,7.8,0.0,25.0
543,9.1,0.1,1.9,7.2,0.1,23.5
544,9.9,0.0,0.7,9.3,0.1,20.1
545,8.4,0.0,0.2,8.2,0.1,20.7
546,7.8,0.0,0.1,7.7,0.0,21.3
547,14.0,0.1,2.4,11.7,0.2,18.6
548,10.9,0.1,0.2,10.7,0.2,19.8
549,4.1,0.1,0.2,3.9,0.2,27.2
550,5.1,0.2,0.2,4.8,0.2,26.9
551,3.0,0.25,0.15000000000000002,2.8,0.1,30.4
552,0.9,0.3,0.1,0.8,0.0,33.9
553,1.4,0.4,0.2,1.2,0.0,33.5
554,3.2,0.3,0.1,3.1,0.1,30.3
555,2.7,0.0,0.1,2.6,0.0,31.1
556,0.8,0.2,0.2,0.6,0.0,33.9
557,0.6,0.5,0.1,0.5,0.1,35.0
558,1.0,0.3,0.3,0.7,0.0,35.4
559,1.2,0.4,0.3,0.9,0.1,35.7
560,1.4,0.4,0.6,0.8,0.0,36.5
561,1.6,0.2,0.7,0.9,0.1,37.1
562,1.2,0.0,0.4,0.8,0.0,37.4
563,0.9,0.1,0.4,0.5,0.0,38.1
564,1.1,0.2,0.5,0.6,0.0,38.5
565,2.8,0.2,1.0,1.8,0.0,38.0
566,1.6,0.1,0.4,1.1,0.1,38.7
567,3.3,0.2,1.1,2.2,0.0,37.9
568,4.2,0.2,0.2,4.1,0.0,36.6
569,2.2,0.3,0.2,2.0,0.1,39.1
570,0.8,0.6,0.1,0.7,0.1,40.1
571,0.7,0.5,0.2,0.5,0.2,40.9
572,0.6,0.4,0.2,0.4,0.1,42.1
573,0.7,0.3,0.0,0.7,0.1,41.6
574,0.6,0.2,0.1,0.5,0.1,41.9
575,0.6,0.1,0.1,0.5,0.1,40.9
576,0.6499999999999999,0.1,0.1,0.55,0.1,39.65
577,0.7,0.1,0.1,0.6,0.1,38.4
578,1.0,0.0,0.0,0.9,0.0,38.1
579,2.3,0.0,0.1,2.2,0.0,36.7
580,0.6,0.0,0.2,0.5,0.0,38.7
581,0.6,0.2,0.2,0.5,0.0,39.3
582,1.3,0.4,0.4,0.9,0.0,39.7
583,2.7,0.4,1.3,1.4,0.0,39.3
584,1.2,0.5,0.3,0.9,0.0,39.4
585,1.1,0.5,0.3,0.9,0.0,39.1
586,5.3,0.3,1.4,3.9,0.0,36.9
587,2.0,0.3,0.7,1.3,0.0,38.8
588,0.8,0.5,0.2,0.6,0.1,40.1
589,0.9,0.4,0.3,0.6,0.1,41.2
590,0.9,0.1,0.3,0.6,0.1,40.8
591,1.0,0.1,0.3,0.6,0.1,42.2
592,0.8,0.1,0.2,0.6,0.2,42.0
593,0.6,0.1,0.1,0.5,0.1,40.5
594,0.5,0.1,0.1,0.4,0.1,40.2
595,0.5,0.0,0.1,0.4,0.0,39.0
596,1.1,0.1,0.2,0.9,0.1,37.7
597,0.5,0.4,0.2,0.3,0.1,38.1
598,0.5,0.4,0.1,0.4,0.1,37.7
599,0.5,0.3,0.2,0.3,0.2,36.9
600,0.4,0.1,0.1,0.3,0.0,36.3
601,0.4,0.1,0.05,0.35,0.0,35.4
602,0.4,0.1,0.0,0.4,0.0,34.5
603,0.3,0.1,0.0,0.3,0.0,33.8
604,0.6,0.0,0.2,0.4,0.1,33.2
605,0.4,0.1,0.1,0.3,0.1,32.6
606,0.7,0.1,0.1,0.6,0.1,32.1
607,1.2,0.1,0.2,1.0,0.1,32.0
608,1.2,0.1,0.2,1.0,0.0,32.7
609,1.3,0.1,0.5,0.8,0.1,33.7
610,0.9,0.1,0.1,0.7,0.1,35.4
611,0.7,0.1,0.2,0.5,0.1,35.5
612,3.0,0.1,0.8,2.3,0.1,32.9
613,5.2,0.1,1.3,3.9,0.1,32.3
614,6.1,0.2,1.2,5.0,0.1,32.2
615,4.5,0.1,0.8,3.7,0.1,33.5
616,2.2,0.1,0.2,1.9,0.2,34.2
617,0.9,0.2,0.1,0.8,0.2,35.4
618,0.6,0.1,0.2,0.3,0.1,36.0
619,0.5,0.2,0.1,0.4,0.2,36.7
620,0.3,0.1,0.2,0.2,0.3,36.1
621,0.3,0.2,0.1,0.2,0.3,35.7
622,0.4,0.3,0.2,0.2,0.4,35.8
623,0.4,0.3,0.2,0.1,0.3,36.2
624,0.4,0.2,0.1,0.3,0.2,36.9
625,1.1,0.2,0.3,0.8,0.2,36.4
626,1.1,0.2,0.2,0.9,0.30000000000000004,33.85
627,1.1,0.2,0.1,1.0,0.4,31.3
628,1.5,0.2,0.1,1.3,0.4,29.8
629,2.1,0.2,0.1,2.0,0.3,28.4
630,1.9,0.2,0.2,1.7,0.3,30.4
631,1.7,0.4,0.2,1.5,0.3,37.1
632,2.1,0.5,0.2,1.8,0.3,39.0
633,1.4,0.3,0.2,1.1,0.3,39.0
634,2.7,0.5,0.8,1.9,0.2,37.8
635,2.9,0.1,1.3,1.6,0.1,38.5
636,3.0,0.2,1.4,1.7,0.1,39.5
637,2.3,0.2,0.7,1.6,0.1,40.2
638,2.2,0.2,0.5,1.8,0.1,40.3
639,2.0,0.2,0.3,1.7,0.1,39.6
640,3.9,0.1,0.3,3.6,0.1,33.6
641,7.0,0.2,0.2,6.8,0.1,27.8
642,5.5,0.3,0.2,5.3,0.2,27.0
643,4.7,0.2,0.2,4.5,0.1,26.2
644,3.9,0.0,0.1,3.8,0.0,24.1
645,5.6,0.0,0.2,5.4,0.1,24.5
646,4.5,0.0,0.3,4.2,0.1,27.5
647,3.0,0.0,0.2,2.8,0.0,28.2
648,3.0,0.0,0.1,2.9,0.1,27.3
649,2.8,0.0,0.2,2.6,0.2,25.2
650,2.6,0.1,0.3,2.3,0.1,26.2
651,2.55,0.05,0.2,2.3499999999999996,0.05,24.85
652,2.5,0.0,0.1,2.4,0.0,23.5
653,1.7,0.1,0.2,1.6,0.0,26.6
654,18.7,0.4,8.5,10.0,0.1,22.4
655,1.8,0.2,0.2,1.6,0.0,24.3
656,1.6,0.3,0.2,1.4,0.0,25.0
657,2.3,0.4,0.6,1.7,0.0,25.6
658,2.2,0.8,0.7,1.5,0.0,28.1
659,3.0,3.1,1.2,1.7,0.0,29.0
660,3.9,4.9,1.6,2.3,0.0,30.0
661,3.5,4.9,1.2,2.3,0.1,30.7
662,3.8,4.2,1.1,2.7,0.0,30.1
663,4.3,2.7,0.8,3.5,0.0,26.8
664,13.8,1.0,1.1,12.7,0.1,21.4
665,15.3,0.7,1.2,14.1,0.0,20.9
666,13.6,0.3,0.8,12.9,0.1,19.8
667,14.0,0.3,0.6,13.5,0.1,16.1
668,8.3,0.0,0.2,8.1,0.0,16.9
669,7.7,0.1,0.2,7.5,0.1,18.6
670,6.9,0.0,0.2,6.8,0.2,19.6
671,7.0,0.1,0.2,6.8,0.2,19.3
672,6.2,0.1,0.3,5.9,0.2,19.5
673,6.3,0.1,0.1,6.2,0.3,19.3
674,7.4,0.1,0.2,7.2,0.2,17.8
675,7.9,0.1,0.2,7.7,0.3,16.6
676,7.35,0.05,0.30000000000000004,7.1,0.15,16.05
677,6.8,0.0,0.4,6.5,0.0,15.5
678,17.0,0.1,3.7,13.3,0.1,8.6
679,14.9,0.0,1.7,13.1,0.0,7.9
680,25.0,0.2,7.2,17.8,0.1,5.0
681,26.1,0.3,11.8,14.3,0.1,9.3
682,25.3,0.4,13.8,11.5,0.2,12.9
683,14.2,0.4,6.7,7.4,0.1,23.5
684,2.6,1.1,0.7,1.9,0.1,40.6
685,1.5,1.8,0.3,1.2,0.1,43.3
686,1.4,1.3,0.4,1.0,0.1,43.6
687,1.1,0.8,0.2,0.9,0.1,43.6
688,1.3,0.7,0.2,1.0,0.1,42.6
689,0.9,0.3,0.1,0.8,0.1,43.4
690,0.8,0.1,0.2,0.6,0.1,43.5
691,0.7,0.1,0.2,0.5,0.2,43.9
692,0.8,0.2,0.2,0.6,0.1,43.9
693,0.7,0.3,0.1,0.6,0.2,44.0
694,0.6,0.4,0.2,0.4,0.2,44.2
695,0.6,0.3,0.2,0.4,0.3,43.9
696,0.6,0.3,0.1,0.5,0.4,43.3
697,0.7,0.3,0.2,0.5,0.3,42.9
698,0.6,0.5,0.2,0.4,0.3,43.1
699,0.5,0.7,0.1,0.4,0.4,42.9
700,0.6,0.8,0.2,0.4,0.4,42.0
701,0.7,0.6000000000000001,0.25,0.45,0.25,41.45
702,0.8,0.4,0.3,0.5,0.1,40.9
703,0.8,0.7,0.3,0.6,0.1,40.3
704,1.2,0.7,0.2,1.0,0.1,39.7
705,0.8,0.5,0.2,0.5,0.1,40.0
706,0.9,0.5,0.4,0.5,0.1,39.6
707,0.8,0.7,0.3,0.5,0.1,39.5
708,1.0,0.9,0.3,0.6,0.1,39.3
709,1.2,0.7,0.5,0.7,0.1,39.2
710,1.2,0.6,0.3,0.9,0.1,38.4
711,1.5,0.5,0.4,1.1,0.1,37.1
712,14.8,0.6,1.0,13.7,0.1,25.6
713,11.4,0.7,0.6,10.7,0.1,28.7
714,1.8,0.6,0.2,1.7,0.1,35.7
715,0.7,0.8,0.2,0.6,0.1,36.4
716,0.7,0.9,0.2,0.6,0.1,35.6
717,0.7,0.3,0.2,0.4,0.0,35.5
718,0.5,0.4,0.1,0.4,0.1,36.5
719,0.6,0.5,0.2,0.4,0.1,37.2
720,0.6,0.4,0.2,0.4,0.2,37.5
721,0.5,0.4,0.0,0.4,0.2,37.3
722,1.8,0.7,0.2,1.7,0.2,29.3
723,2.6,1.2,0.2,2.4,0.4,24.8
724,2.9,1.2,0.1,2.8,0.4,26.3
725,2.6,0.7,0.2,2.3,0.2,29.8
726,1.8,0.44999999999999996,0.2,1.5999999999999999,0.4,30.9
727,1.0,0.2,0.2,0.9,0.6,32.0
728,2.5,0.8,0.3,2.3,0.5,30.6
729,3.5,1.8,0.5,3.0,0.5,30.0
730,2.3,1.0,0.4,1.9,0.4,31.4
731,1.8,0.4,0.4,1.4,0.4,32.2
732,1.7,0.4,0.5,1.2,0.3,32.5
733,2.1,0.8,0.4,1.8,0.3,31.9
734,1.9,0.7,0.4,1.6,0.3,31.5
735,1.4,0.5,0.3,1.1,0.3,31.9
736,1.5,0.1,0.2,1.2,0.2,31.2
737,3.3,0.8,0.2,3.1,0.3,29.5
738,2.3,0.6,0.1,2.1,0.2,30.5
739,1.6,0.3,0.2,1.4,0.2,30.5
740,0.8,0.1,0.1,0.7,0.1,31.4
741,0.7,0.1,0.2,0.5,0.1,31.5
742,0.8,0.1,0.2,0.6,0.1,31.1
743,0.5,0.1,0.1,0.4,0.1,32.3
744,1.0,0.0,0.2,0.8,0.1,33.0
745,0.5,0.0,0.1,0.4,0.1,35.3
746,0.9,0.1,0.3,0.6,0.0,35.0
747,1.1,0.1,0.3,0.9,0.1,34.9
748,1.3,0.0,0.2,1.1,0.1,35.4
749,2.0,0.1,0.3,1.7,0.1,35.0
750,1.2,0.1,0.1,1.1,0.1,35.9
751,1.2999999999999998,0.1,0.2,1.1,0.1,35.599999999999994
752,1.4,0.1,0.3,1.1,0.1,35.3
753,1.5,0.3,0.4,1.1,0.0,34.7
754,1.5,0.5,0.4,1.0,0.1,34.5
755,2.2,0.7,0.7,1.5,0.0,34.0
756,1.3,0.3,0.5,0.8,0.1,34.6
757,1.6,0.1,0.5,1.1,0.1,34.2
758,2.2,0.1,0.6,1.6,0.1,33.7
759,1.3,0.1,0.2,1.1,0.0,34.1
760,2.4,0.1,0.5,1.9,0.1,33.1
761,1.7,0.1,0.2,1.5,0.1,33.4
762,1.5,0.1,0.4,1.2,0.1,33.6
763,2.0,0.1,0.1,1.9,0.1,32.7
764,2.0,0.1,0.2,1.8,0.1,32.6
765,1.2,0.1,0.3,1.0,0.2,33.2
766,1.8,0.3,0.2,1.6,0.2,31.7
767,1.5,0.6,0.2,1.3,0.2,31.2
768,1.2,0.3,0.2,1.1,0.2,30.5
769,1.7,0.1,0.2,1.5,0.1,29.6
770,1.0,0.1,0.2,0.8,0.1,30.1
771,1.1,0.1,0.2,0.9,0.0,31.1
772,0.9,0.0,0.2,0.7,0.0,32.3
773,1.5,0.0,0.3,1.2,0.0,33.5
774,1.6,0.0,0.2,1.4,0.0,34.5
775,3.5,0.1,0.6,2.9,0.0,34.7
776,3.55,0.15000000000000002,0.75,2.8,0.1,35.150000000000006
777,3.6,0.2,0.9,2.7,0.2,35.6
778,1.8,0.1,0.5,1.3,0.2,36.9
779,1.4,0.1,0.5,0.9,0.2,37.8
780,1.3,0.2,0.6,0.8,0.2,38.4
781,1.1,0.1,0.5,0.7,0.2,38.5
782,1.2,0.1,0.4,0.9,0.1,37.6
783,1.5,0.1,0.4,1.0,0.2,36.9
784,2.6,0.2,0.3,2.3,0.1,35.4
785,5.4,0.2,0.6,4.8,0.1,33.4
786,4.9,0.3,0.1,4.8,0.1,33.4
787,3.1,0.5,0.1,3.0,0.2,34.5
788,1.3,0.1,0.1,1.3,0.1,35.8
789,0.9,0.0,0.1,0.8,0.1,35.9
790,1.1,0.1,0.2,0.9,0.0,35.4
791,2.2,0.2,0.2,2.0,0.0,34.0
792,2.7,0.1,0.2,2.5,0.0,31.6
793,3.7,0.0,0.2,3.5,0.1,29.7
794,4.7,0.0,0.2,4.6,0.1,28.0
795,4.4,0.1,0.2,4.2,0.1,28.2
796,4.7,0.0,0.2,4.5,0.1,26.9
797,5.6,0.0,0.1,5.5,0.0,25.6
798,6.1,0.0,0.2,6.0,0.0,26.1
799,7.1,0.0,0.9,6.1,0.1,27.4
800,4.9,0.0,0.8,4.0,0.0,29.1
801,3.75,0.1,0.9500000000000001,2.75,0.0,31.25
802,2.6,0.2,1.1,1.5,0.0,33.4
803,3.0,0.3,1.5,1.5,0.0,34.7
804,2.8,0.2,1.4,1.4,0.0,35.2
805,5.5,0.2,2.4,3.1,0.0,34.2
806,8.4,0.3,3.5,4.9,0.0,32.8
807,7.2,0.2,2.3,4.9,0.0,31.1
808,7.4,0.1,0.9,6.5,0.0,27.6
809,5.3,0.0,0.2,5.1,0.0,28.4
810,4.7,0.1,0.1,4.6,0.0,28.7
811,6.8,0.0,0.2,6.6,0.0,26.5
812,7.4,0.0,0.1,7.3,0.0,25.8
813,6.5,0.1,0.1,6.4,0.0,25.7
814,6.7,0.1,0.2,6.5,0.1,26.5
815,7.3,0.1,0.2,7.1,0.0,25.1
816,8.3,0.1,0.2,8.0,0.1,24.0
817,6.9,0.1,0.2,6.7,0.0,25.7
818,6.8,0.1,0.2,6.6,0.2,25.4
819,5.1,0.2,0.1,5.1,0.1,26.8
820,4.4,0.2,0.1,4.3,0.1,28.0
821,5.8,0.2,0.3,5.5,0.1,26.3
822,6.4,0.2,0.2,6.2,0.2,25.7
823,9.8,0.2,0.3,9.5,0.2,23.1
824,5.8,0.2,1.0,4.8,0.2,26.1
825,18.0,0.4,8.2,9.8,0.3,24.8
826,12.2,0.55,5.8,6.4,0.15,28.549999999999997
827,6.4,0.7,3.4,3.0,0.0,32.3
828,10.2,0.8,5.4,4.7,0.0,31.9
829,15.9,1.3,7.9,8.0,0.3,31.7
830,11.9,3.5,5.2,6.7,0.1,32.3
831,8.8,44.5,2.8,6.0,0.1,33.5
832,10.6,26.1,1.8,8.8,0.1,30.2
833,16.2,8.5,0.8,15.4,0.2,23.4
834,22.1,5.1,2.3,19.8,0.2,19.5
835,12.3,3.1,0.7,11.5,0.2,26.9
836,12.7,2.5,0.8,11.9,0.2,25.3
837,15.3,2.7,0.8,14.4,0.2,20.5
838,16.4,2.9,0.8,15.6,0.3,18.3
839,12.3,2.5,0.2,12.1,0.3,21.1
840,10.4,2.0,0.2,10.2,0.2,23.0
841,9.8,1.2,0.3,9.5,0.3,23.0
842,9.4,0.8,0.3,9.0,0.2,23.5
843,8.3,0.5,0.1,8.1,0.2,23.1
844,8.9,0.5,0.3,8.7,0.2,22.8
845,12.2,0.7,0.4,11.8,0.2,20.8
846,12.3,0.6,0.2,12.2,0.2,20.4
847,12.5,0.8,0.5,12.0,0.2,19.9
848,15.9,0.9,3.1,12.8,0.2,18.7
849,17.5,1.4,6.7,10.7,0.2,21.5
850,16.2,2.1,7.6,8.6,0.1,23.7
851,14.7,2.55,7.15,7.55,0.15000000000000002,24.95
852,13.2,3.0,6.7,6.5,0.2,26.2
853,15.9,2.7,7.5,8.4,0.2,24.7
854,11.7,2.6,4.8,7.0,0.2,26.6
855,9.2,2.4,2.8,6.4,0.2,26.7
856,8.7,1.4,1.4,7.4,0.1,23.4
857,24.1,1.1,10.9,13.1,0.2,17.4
858,14.9,0.6,1.0,13.9,0.1,15.7
859,14.4,0.5,0.3,14.1,0.1,14.8
860,14.9,0.4,0.3,14.6,0.1,13.6
861,16.6,0.4,0.7,15.9,0.1,12.2
862,15.3,0.4,0.2,15.1,0.1,12.5
863,14.7,0.3,0.3,14.4,0.1,12.3
864,15.4,0.3,0.1,15.3,0.0,11.5
865,16.4,0.3,0.1,16.4,0.1,10.4
866,17.9,0.3,0.2,17.7,0.1,8.9
867,18.5,0.3,0.3,18.2,0.1,8.4
868,17.7,0.3,0.1,17.6,0.1,8.8
869,21.4,0.4,2.0,19.5,0.1,7.5
870,19.4,0.5,0.8,18.6,0.1,8.1
871,20.2,0.4,1.8,18.5,0.1,7.6
872,22.9,0.5,7.2,15.7,0.2,11.2
873,23.1,1.0,11.8,11.3,0.2,16.5
874,22.8,1.3,12.9,9.8,0.3,19.5
875,35.9,1.7,22.3,13.6,0.3,18.9
876,33.45,1.7,20.1,13.399999999999999,0.4,19.35
877,31.0,1.7,17.9,13.2,0.5,19.8
878,29.1,2.3,14.5,14.6,0.4,19.2
879,25.2,2.3,9.3,15.9,0.4,17.6
880,24.3,2.4,4.7,19.6,0.5,13.7
881,22.8,1.5,2.6,20.3,0.4,12.7
882,24.3,1.2,2.1,22.2,0.4,9.5
883,17.4,0.8,0.5,16.9,0.4,13.9
884,15.3,0.8,0.5,14.8,0.3,16.1
885,9.3,1.2,0.4,8.9,0.2,21.9
886,10.0,1.1,0.3,9.8,0.2,20.6
887,10.6,1.0,0.2,10.4,0.2,19.2
888,11.0,0.6,0.2,10.8,0.2,17.3
889,10.2,0.8,0.3,9.9,0.3,18.8
890,10.1,0.6,0.2,10.0,0.3,17.6
891,9.4,0.5,0.2,9.2,0.2,17.8
892,9.0,0.4,0.2,8.8,0.2,17.5
893,8.8,0.3,0.1,8.7,0.2,17.9
894,9.5,0.3,0.3,9.1,0.2,17.2
895,12.4,0.5,0.5,11.9,0.2,15.0
896,16.6,1.3,3.3,13.3,0.2,15.0
897,13.1,1.1,4.1,9.0,0.2,18.8
898,11.9,1.0,4.8,7.1,0.2,20.4
899,9.1,0.9,3.6,5.5,0.2,22.9
900,7.0,1.0,2.8,4.2,0.0,25.5
901,5.3,0.75,1.8499999999999999,3.45,0.15,29.75
902,3.6,0.5,0.9,2.7,0.3,34.0
903,3.7,0.3,0.6,3.1,0.3,34.2
904,3.9,0.2,0.3,3.6,0.3,34.1
905,5.9,0.1,0.2,5.7,0.2,30.8
906,6.8,0.2,0.1,6.7,0.3,29.0
907,6.8,0.1,0.3,6.6,0.2,30.8
908,5.4,0.1,0.2,5.2,0.2,33.0
909,3.7,0.0,0.2,3.5,0.3,34.7
910,5.4,0.0,0.1,5.3,0.3,32.4
911,3.8,0.0,0.2,3.7,0.2,33.3
912,3.0,0.2,0.1,2.8,0.2,32.0
913,3.5,1.8,0.1,3.4,0.2,31.6
914,3.7,3.0,0.1,3.6,0.2,30.7
915,2.2,0.5,0.1,2.1,0.2,30.4
916,1.9,0.1,0.2,1.7,0.1,29.1
917,2.1,0.0,0.1,2.0,0.1,28.0
918,4.0,0.8,0.2,3.8,0.1,26.2
919,4.4,0.4,0.6,3.9,0.1,27.7
920,3.8,0.4,1.0,2.7,0.1,32.6
921,3.1,0.9,0.9,2.2,0.1,33.6
922,2.2,0.3,0.8,1.4,0.0,34.8
923,1.8,0.2,0.8,1.0,0.0,35.1
924,2.7,0.8,1.2,1.5,0.0,34.4
925,3.2,0.7,1.3,1.9,0.0,34.7
926,3.05,0.8,1.0,2.0,0.05,34.0
927,2.9,0.9,0.7,2.1,0.1,33.3
928,5.5,0.8,0.7,4.8,0.2,30.5
929,6.1,0.3,0.3,5.8,0.1,27.9
930,7.1,0.0,0.4,6.7,0.1,26.0
931,5.3,0.0,0.0,5.3,0.1,26.1
932,5.2,0.0,0.1,5.1,0.1,26.1
933,5.2,0.0,0.2,5.1,0.1,25.6
934,4.8,0.0,0.2,4.7,0.0,26.6
935,4.0,0.0,0.1,3.9,0.1,26.3
936,6.0,0.0,0.6,5.4,0.1,24.6
937,5.3,0.0,0.2,5.0,0.1,24.5
938,5.3,0.0,0.1,5.2,0.1,24.3
939,6.4,0.0,0.1,6.3,0.1,22.4
940,9.4,0.0,0.3,9.2,0.1,20.8
941,7.0,0.0,0.1,6.9,0.2,22.3
942,7.4,0.0,0.1,7.2,0.1,22.3
943,12.9,0.2,3.5,9.3,0.2,21.2
944,11.5,0.1,3.0,8.5,0.2,21.4
945,9.5,0.2,4.2,5.3,0.2,25.6
946,24.3,0.5,14.0,10.3,0.5,24.0
947,6.5,0.4,3.5,3.0,0.3,30.7
948,5.4,0.5,2.8,2.6,0.3,31.4
949,10.3,0.6,5.2,5.1,0.4,30.4
950,14.8,1.0,6.7,8.0,0.5,29.8
951,13.5,1.05,4.2,9.25,0.3,28.450000000000003
952,12.2,1.1,1.7,10.5,0.1,27.1
953,11.9,1.0,0.6,11.3,0.0,25.7
954,9.2,1.1,0.4,8.8,0.0,26.9
955,12.3,1.1,0.5,11.8,0.1,23.8
956,13.5,1.0,0.6,12.9,0.1,21.6
957,11.5,0.9,0.3,11.2,0.1,22.2
958,11.3,1.1,0.2,11.1,0.1,21.7
959,9.2,2.8,0.2,9.0,0.2,22.3
960,11.3,2.4,0.3,11.0,0.1,20.4
961,11.7,1.9,0.2,11.5,0.1,20.2
962,11.7,1.7,0.2,11.6,0.1,19.3
963,7.9,1.6,0.2,7.7,0.2,21.8
964,9.4,1.9,0.3,9.2,0.2,20.6
965,12.7,1.7,0.3,12.4,0.2,16.5
966,17.3,1.7,0.7,16.5,0.3,12.0
967,15.8,1.2,0.7,15.1,0.3,12.2
968,14.0,2.0,3.1,10.9,0.3,17.8
969,14.2,2.5,6.4,7.8,0.2,21.8
970,11.9,2.7,5.8,6.1,0.3,24.1
971,9.5,2.8,4.5,5.0,0.2,25.5
972,12.2,2.6,5.7,6.5,0.3,25.3
973,10.7,2.3,4.6,6.1,0.3,27.2
974,7.8,2.1,2.7,5.1,0.3,31.7
975,8.7,2.5,2.1,6.6,0.3,29.9
976,11.35,1.7,1.4,9.95,0.25,27.4
977,14.0,0.9,0.7,13.3,0.2,24.9
978,11.7,0.6,0.1,11.6,0.2,24.4
979,5.3,0.6,0.2,5.0,0.2,30.5
980,4.2,0.7,0.2,4.0,0.3,30.6
981,4.9,0.6,0.0,4.8,0.2,29.7
982,10.7,0.5,0.2,10.4,0.2,23.5
983,8.6,0.5,0.2,8.4,0.2,26.5
984,4.2,0.4,0.0,4.2,0.1,30.4
985,4.8,0.5,0.2,4.6,0.2,30.3
986,6.7,0.4,0.1,6.6,0.2,27.5
987,4.1,0.4,0.2,3.9,0.3,31.6
988,4.1,0.4,0.1,4.0,0.2,31.1
989,5.6,0.4,0.8,4.9,0.1,30.2
990,3.7,0.3,0.2,3.4,0.2,30.6
991,5.9,0.3,0.3,5.5,0.3,27.3
992,11.9,0.3,1.7,10.2,0.2,23.5
993,10.6,1.8,3.7,6.9,0.3,29.3
994,4.7,1.2,1.2,3.4,0.2,34.0
995,3.6,0.4,1.1,2.4,0.2,35.6
996,3.7,0.8,1.2,2.5,0.2,35.5
997,3.6,0.6,1.2,2.4,0.2,35.9
998,4.0,0.3,1.2,2.8,0.2,35.2
999,3.7,0.3,0.8,2.9,0.2,35.4
1000,4.1,1.3,0.4,3.7,0.2,35.8
1001,4.15,0.8,0.25,3.85,0.2,34.05
1002,4.2,0.3,0.1,4.0,0.2,32.3
1003,3.7,0.0,0.1,3.6,0.2,32.9
1004,4.0,0.1,0.2,3.9,0.2,32.8
1005,5.3,0.1,0.1,5.1,0.1,31.7
1006,6.8,0.2,0.2,6.7,0.2,29.9
1007,4.3,0.1,0.1,4.1,0.1,32.7
1008,7.7,0.2,0.2,7.5,0.0,28.3
1009,6.2,0.1,0.1,6.1,0.1,30.1
1010,4.9,0.2,0.2,4.8,0.2,31.6
1011,3.5,0.1,0.0,3.4,0.1,33.4
1012,4.6,0.1,0.1,4.5,0.2,31.8
1013,9.9,0.1,0.3,9.6,0.2,26.5
1014,9.6,0.1,0.2,9.4,0.2,27.2
1015,6.5,0.1,0.3,6.2,0.2,29.5
1016,7.0,0.2,1.4,5.7,0.1,34.0
1017,17.2,0.4,5.9,11.4,0.2,27.4
1018,11.5,0.6,3.9,7.6,0.3,31.8
1019,13.1,0.4,5.2,7.9,0.3,32.1
1020,19.2,0.4,10.5,9.0,0.4,34.4
1021,9.2,0.2,4.3,4.8,0.2,37.7
1022,5.4,0.2,1.7,3.8,0.3,37.6
1023,4.2,0.2,1.2,3.0,0.3,38.3
1024,5.7,0.2,1.8,3.8,0.3,37.2
1025,8.6,0.2,0.2,8.4,0.3,32.6
1026,9.149999999999999,0.15000000000000002,0.25,8.9,0.15,31.3
1027,9.7,0.1,0.3,9.4,0.0,30.0
1028,9.7,0.2,0.2,9.4,0.0,27.8
1029,11.5,0.1,0.3,11.2,0.0,26.6
1030,11.0,0.1,0.3,10.7,0.1,26.8
1031,13.2,0.1,0.5,12.7,0.0,25.8
1032,12.2,0.2,0.2,12.0,0.0,26.6
1033,9.1,0.2,0.3,8.9,0.1,30.8
1034,4.1,0.1,0.2,3.9,0.1,33.0
1035,4.0,0.1,0.3,3.6,0.1,31.7
1036,4.4,0.1,0.1,4.3,0.1,30.3
1037,4.2,0.1,0.3,3.9,0.1,30.4
1038,6.0,0.2,0.2,5.8,0.2,28.4
1039,9.4,0.2,0.8,8.6,0.2,24.6
1040,9.8,0.2,2.5,7.4,0.2,25.4
1041,8.9,0.3,3.7,5.2,0.1,29.2
1042,15.3,0.4,8.1,7.2,0.3,29.1
1043,18.6,0.5,10.1,8.4,0.3,29.7
1044,20.6,0.6,11.5,9.2,0.3,29.4
1045,15.4,0.5,7.7,7.7,0.3,31.1
1046,15.6,0.5,7.2,8.4,0.2,30.2
1047,19.9,0.5,7.8,12.1,0.3,25.8
1048,17.4,0.3,3.5,13.8,0.3,22.3
1049,18.1,0.2,0.5,17.6,0.3,16.6
1050,19.4,0.2,0.1,19.3,0.2,14.3
1051,18.15,0.25,0.15000000000000002,18.0,0.35,14.7
1052,16.9,0.3,0.2,16.7,0.5,15.1
1053,16.9,0.3,0.3,16.6,0.4,14.7
1054,15.0,0.4,0.0,14.9,0.4,16.1
1055,14.0,0.3,0.0,14.0,0.3,15.6
1056,15.4,0.2,0.2,15.2,0.3,14.5
1057,18.8,0.3,0.2,18.6,0.2,11.8
1058,24.6,0.2,0.3,24.3,0.2,7.2
1059,28.0,0.4,0.3,27.6,0.3,6.4
1060,19.1,0.5,0.1,19.0,0.2,15.7
